"table.x","first_id","desc","category","label","format","year"
"INDIVIDU","LIENPREF","Lien avec la personne de référence",40,"Autre lien familial","Categorical",2010
"INDIVIDU","LIENPREF","Lien avec la personne de référence",50,"Lien familial indéterminé","Categorical",2010
"INDIVIDU","LIENPREF","Lien avec la personne de référence",60,"Ami","Categorical",2010
"INDIVIDU","LIENPREF","Lien avec la personne de référence",90,"Autre lien non familial","Categorical",2010
"INDIVIDU","LIENPRRP","Lien avec la personne de référence au sens du recensement",0,"Personne de référence","Categorical",2010
"INDIVIDU","LIENPRRP","Lien avec la personne de référence au sens du recensement",1,"Conjoint de la personne de référence","Categorical",2010
"INDIVIDU","LIENPRRP","Lien avec la personne de référence au sens du recensement",2,"Enfant de la personne de référence","Categorical",2010
"INDIVIDU","LIENPRRP","Lien avec la personne de référence au sens du recensement",3,"Parent de la personne de référence","Categorical",2010
"INDIVIDU","LIENPRRP","Lien avec la personne de référence au sens du recensement",10,"Frère, sœur de la personne de référence","Categorical",2010
"INDIVIDU","LIENPRRP","Lien avec la personne de référence au sens du recensement",21,"Petit-fils/petite-fille de la personne de référence","Categorical",2010
"INDIVIDU","LIENPRRP","Lien avec la personne de référence au sens du recensement",22,"Grand-père/grand-mère de la personne de référence","Categorical",2010
"INDIVIDU","LIENPRRP","Lien avec la personne de référence au sens du recensement",31,"Beau-fils/belle fille de la personne de référence","Categorical",2010
"INDIVIDU","LIENPRRP","Lien avec la personne de référence au sens du recensement",32,"Beau parent de la personne de référence","Categorical",2010
"INDIVIDU","LIENPRRP","Lien avec la personne de référence au sens du recensement",40,"Autre lien familial","Categorical",2010
"INDIVIDU","LIENPRRP","Lien avec la personne de référence au sens du recensement",50,"Lien familial indéterminé","Categorical",2010
"INDIVIDU","LIENPRRP","Lien avec la personne de référence au sens du recensement",60,"Ami","Categorical",2010
"INDIVIDU","LIENPRRP","Lien avec la personne de référence au sens du recensement",90,"Autre lien non familial","Categorical",2010
"INDIVIDU","LIVABL","Détention d'un livret A ou Bleu",1,"Oui","Categorical",2010
"INDIVIDU","LIVABL","Détention d'un livret A ou Bleu",2,"Non","Categorical",2010
"INDIVIDU","LIVDF","Détention de livrets défiscalisés",1,"Oui","Categorical",2010
"INDIVIDU","LIVDF","Détention de livrets défiscalisés",2,"Non","Categorical",2010
"INDIVIDU","LIVEP","Détention de livrets d'épargne",1,"Oui","Categorical",2010
"INDIVIDU","LIVEP","Détention de livrets d'épargne",2,"Non","Categorical",2010
"INDIVIDU","LIVF","Détention de livrets soumis à l'impôt",1,"Oui","Categorical",2010
"INDIVIDU","LIVF","Détention de livrets soumis à l'impôt",2,"Non","Categorical",2010
"INDIVIDU","LIVJEUN","Détention d'un livret jeune",1,"Oui","Categorical",2010
"INDIVIDU","LIVJEUN","Détention d'un livret jeune",2,"Non","Categorical",2010
"INDIVIDU","MER1E","Mère en vie",1,"Oui, elle vit ici","Categorical",2010
"INDIVIDU","MER1E","Mère en vie",2,"Oui, elle vit ailleurs","Categorical",2010
"INDIVIDU","MER1E","Mère en vie",3,"Non, elle est décédée","Categorical",2010
"INDIVIDU","MER1E","Mère en vie",4,"Mère inconnue","Categorical",2010
"INDIVIDU","MINVIE","Perception de l'Aide sociale aux personnes âgées - ASPA, ex Minimum vieillesse -",1,"Oui","Categorical",2010
"INDIVIDU","MINVIE","Perception de l'Aide sociale aux personnes âgées - ASPA, ex Minimum vieillesse -",2,"Non","Categorical",2010
"INDIVIDU","MNAIS","Mois de naissance",NA,NA,"Numerical",2010
"INDIVIDU","NAIS7","Lieu de naissance",1,"France métropolitaine","Categorical",2010
"INDIVIDU","NAIS7","Lieu de naissance",2,"DOM-TOM","Categorical",2010
"INDIVIDU","NAIS7","Lieu de naissance",3,"Union européenne des 15 (sauf France)","Categorical",2010
"INDIVIDU","NAIS7","Lieu de naissance",4,"Pays entrés depuis 2004 dans l'Union européenne","Categorical",2010
"INDIVIDU","NAIS7","Lieu de naissance",5,"Maghreb","Categorical",2010
"INDIVIDU","NAIS7","Lieu de naissance",6,"Afrique (sauf Maghreb)","Categorical",2010
"INDIVIDU","NAIS7","Lieu de naissance",7,"Autre pays","Categorical",2010
"INDIVIDU","NATIO7","Nationalité",1,"Français(e) de naissance","Categorical",2010
"INDIVIDU","NATIO7","Nationalité",2,"Français(e) par naturalisation, mariage, déclaration ou option à sa majorité","Categorical",2010
"INDIVIDU","NATIO7","Nationalité",3,"Nationalité de l'Union européenne des 15 (sauf France)","Categorical",2010
"INDIVIDU","NATIO7","Nationalité",4,"Nationalité de pays entrés depuis 2004 dans l'Union européenne","Categorical",2010
"INDIVIDU","NATIO7","Nationalité",5,"Algérien(ne), marocain(e) ou tunisien(ne)","Categorical",2010
"INDIVIDU","NATIO7","Nationalité",6,"Nationalité d'Afrique (sauf Maghreb)","Categorical",2010
"INDIVIDU","NATIO7","Nationalité",7,"Autre nationalité ou apatride","Categorical",2010
"INDIVIDU","NOI","Numéro d'ordre de l'individu dans le ménage",NA,NA,"Numerical",2010
"INDIVIDU","OBLI","Détention d'obligations sur un compte-titres ordinaire",1,"Oui","Categorical",2010
"INDIVIDU","OBLI","Détention d'obligations sur un compte-titres ordinaire",2,"Non","Categorical",2010
"INDIVIDU","OPA","Orientation des productions agricoles",1,"Polyculture (culture de terres labourables)","Categorical",2010
"INDIVIDU","OPA","Orientation des productions agricoles",2,"Maraîchage ou horticulture","Categorical",2010
"INDIVIDU","OPA","Orientation des productions agricoles",3,"Vigne ou arbres fruitiers","Categorical",2010
"INDIVIDU","OPA","Orientation des productions agricoles",4,"Élevage d'herbivores (bovins, ovins, …)","Categorical",2010
"INDIVIDU","OPA","Orientation des productions agricoles",5,"Élevage de granivores (volailles, porcins, …)","Categorical",2010
"INDIVIDU","OPA","Orientation des productions agricoles",6,"Polyculture - élevage","Categorical",2010
"INDIVIDU","OPA","Orientation des productions agricoles",7,"Élevage d'herbivores et de granivores","Categorical",2010
"INDIVIDU","OPA","Orientation des productions agricoles",8,"Autre","Categorical",2010
"INDIVIDU","P0000","Détention d'aucun actif financier",1,"Oui","Categorical",2010
"INDIVIDU","P0000","Détention d'aucun actif financier",2,"Non","Categorical",2010
"INDIVIDU","P0011","Détention d'assurance-vie ou d'épargne retraite et de valeurs mobilières",1,"Oui","Categorical",2010
"INDIVIDU","P0011","Détention d'assurance-vie ou d'épargne retraite et de valeurs mobilières",2,"Non","Categorical",2010
"INDIVIDU","P0101","Détention d'épargne-logement et de valeurs mobilières",1,"Oui","Categorical",2010
"INDIVIDU","P0101","Détention d'épargne-logement et de valeurs mobilières",2,"Non","Categorical",2010
"INDIVIDU","P0110","Détention d'épargne-logement et d'assurance-vie ou d'épargne retraite",1,"Oui","Categorical",2010
"INDIVIDU","P0110","Détention d'épargne-logement et d'assurance-vie ou d'épargne retraite",2,"Non","Categorical",2010
"INDIVIDU","P0111","Détention d'épargne-logement, d'assurance-vie ou d'épargne retraite et de valeurs mobilières",1,"Oui","Categorical",2010
"INDIVIDU","P0111","Détention d'épargne-logement, d'assurance-vie ou d'épargne retraite et de valeurs mobilières",2,"Non","Categorical",2010
"INDIVIDU","P1001","Détention de livret d'épargne et de valeurs mobilières",1,"Oui","Categorical",2010
"INDIVIDU","P1001","Détention de livret d'épargne et de valeurs mobilières",2,"Non","Categorical",2010
"INDIVIDU","P1010","Détention de livret d'épargne et d'assurance-vie ou d'épargne retraite",1,"Oui","Categorical",2010
"INDIVIDU","P1010","Détention de livret d'épargne et d'assurance-vie ou d'épargne retraite",2,"Non","Categorical",2010
"INDIVIDU","P1011","Détention de livret d'épargne, d'assurance-vie ou d'épargne retraite et de valeurs mobilières",1,"Oui","Categorical",2010
"INDIVIDU","P1011","Détention de livret d'épargne, d'assurance-vie ou d'épargne retraite et de valeurs mobilières",2,"Non","Categorical",2010
"INDIVIDU","P1100","Détention de livret d'épargne et d'épargne-logement",1,"Oui","Categorical",2010
"INDIVIDU","P1100","Détention de livret d'épargne et d'épargne-logement",2,"Non","Categorical",2010
"INDIVIDU","P1101","Détention de livret d'épargne, d'épargne-logement et de valeurs mobilières",1,"Oui","Categorical",2010
"INDIVIDU","P1101","Détention de livret d'épargne, d'épargne-logement et de valeurs mobilières",2,"Non","Categorical",2010
"INDIVIDU","P1110","Détention de livret d'épargne, d'épargne-logement et d'assurance-vie ou d'épargne retraite",1,"Oui","Categorical",2010
"INDIVIDU","P1110","Détention de livret d'épargne, d'épargne-logement et d'assurance-vie ou d'épargne retraite",2,"Non","Categorical",2010
"INDIVIDU","P1111","Détention de livret d'épargne, d'épargne-logement, d'assurance-vie ou d'épargne retraite et de valeurs mobilières",1,"Oui","Categorical",2010
"INDIVIDU","P1111","Détention de livret d'épargne, d'épargne-logement, d'assurance-vie ou d'épargne retraite et de valeurs mobilières",2,"Non","Categorical",2010
"INDIVIDU","PACS","Individu ayant conclu un Pacs",1,"Oui","Categorical",2010
"INDIVIDU","PACS","Individu ayant conclu un Pacs",2,"Non","Categorical",2010
"INDIVIDU","PANIER","Détention d'autres produits d'épargne",1,"Oui","Categorical",2010
"INDIVIDU","PANIER","Détention d'autres produits d'épargne",2,"Non","Categorical",2010
"INDIVIDU","PARSOC","Détention de parts sociales de banque sur un compte-titres ordinaire",1,"Oui","Categorical",2010
"INDIVIDU","PARSOC","Détention de parts sociales de banque sur un compte-titres ordinaire",2,"Non","Categorical",2010
"INDIVIDU","PATFINANC","Détention d'au moins un actif financier",1,"Oui","Categorical",2010
"INDIVIDU","PATFINANC","Détention d'au moins un actif financier",2,"Non","Categorical",2010
"INDIVIDU","PCS_ACT","Code PCS de la profession actuelle",0,"PCS impossible à coder","Categorical",2010
"INDIVIDU","PCS_ANT","Code PCS de la profession antérieure",0,"PCS impossible à coder","Categorical",2010
"INDIVIDU","PEA","Détention d'un Plan d'épargne en actions - PEA -",1,"Oui","Categorical",2010
"INDIVIDU","PEA","Détention d'un Plan d'épargne en actions - PEA -",2,"Non","Categorical",2010
"INDIVIDU","PEAACT_I","Détention d'actions cotées sur un Plan d'épargne en actions - PEA -",1,"Oui","Categorical",2010
"INDIVIDU","PEAACT_I","Détention d'actions cotées sur un Plan d'épargne en actions - PEA -",2,"Non","Categorical",2010
"INDIVIDU","PEASIC_I","Détention de Sicav ou FCP sur un Plan d'épargne en actions - PEA -",1,"Oui","Categorical",2010
"INDIVIDU","PEASIC_I","Détention de Sicav ou FCP sur un Plan d'épargne en actions - PEA -",2,"Non","Categorical",2010
"INDIVIDU","PEATRE_I","Détention de trésorerie sur un Plan d'épargne en actions - PEA -",1,"Oui","Categorical",2010
"INDIVIDU","PEATRE_I","Détention de trésorerie sur un Plan d'épargne en actions - PEA -",2,"Non","Categorical",2010
"INDIVIDU","PEL","Détention d'un Plan épargne-logement - PEL -",1,"Oui","Categorical",2010
"INDIVIDU","PEL","Détention d'un Plan épargne-logement - PEL -",2,"Non","Categorical",2010
"INDIVIDU","PENREV","Perception d'une pension de réversion",1,"Oui","Categorical",2010
"INDIVIDU","PENREV","Perception d'une pension de réversion",2,"Non","Categorical",2010
"INDIVIDU","PEP","Détention d'un Plan d'épargne populaire - PEP -",1,"Oui","Categorical",2010
"INDIVIDU","PEP","Détention d'un Plan d'épargne populaire - PEP -",2,"Non","Categorical",2010
"INDIVIDU","PEPASSUR","Détention d'un Plan d'épargne populaire - PEP - de type assurance",1,"Oui","Categorical",2010
"INDIVIDU","PEPASSUR","Détention d'un Plan d'épargne populaire - PEP - de type assurance",2,"Non","Categorical",2010
"INDIVIDU","PEPAVI","Détention d'un PEP, d'un PERP, de contrats d'épargne retraite, d'assurances-vie ou d'assurances-décès",1,"Oui","Categorical",2010
"INDIVIDU","PEPAVI","Détention d'un PEP, d'un PERP, de contrats d'épargne retraite, d'assurances-vie ou d'assurances-décès",2,"Non","Categorical",2010
"INDIVIDU","PEPBANC","Détention d'un Plan d'épargne populaire - PEP - de type bancaire",1,"Oui","Categorical",2010
"INDIVIDU","PEPBANC","Détention d'un Plan d'épargne populaire - PEP - de type bancaire",2,"Non","Categorical",2010
"INDIVIDU","PER1E","Père en vie",1,"Oui, il vit ici","Categorical",2010
"INDIVIDU","PER1E","Père en vie",2,"Oui, il vit ailleurs","Categorical",2010
"INDIVIDU","PER1E","Père en vie",3,"Non, il est décédé","Categorical",2010
"INDIVIDU","PER1E","Père en vie",4,"Père inconnu","Categorical",2010
"INDIVIDU","PERP","Détention d'un Plan d'épargne retraite populaire - PERP -",1,"Oui","Categorical",2010
"INDIVIDU","PERP","Détention d'un Plan d'épargne retraite populaire - PERP -",2,"Non","Categorical",2010
"INDIVIDU","POA","Détention de stock-options",1,"Oui","Categorical",2010
"INDIVIDU","POA","Détention de stock-options",2,"Non","Categorical",2010
"INDIVIDU","POND","Pondération du ménage",NA,NA,"Categorical",2010
"INDIVIDU","PRERET","Perception d'une préretraite",1,"Oui","Categorical",2010
"INDIVIDU","PRERET","Perception d'une préretraite",2,"Non","Categorical",2010
"INDIVIDU","PRODEP","Année de début du parcours professionnel",NA,NA,"Numerical",2010
"INDIVIDU","PSDD","Perception de la Prestation spécifique dépendance - PSD -",1,"Oui","Categorical",2010
"INDIVIDU","PSDD","Perception de la Prestation spécifique dépendance - PSD -",2,"Non","Categorical",2010
"INDIVIDU","RCHO_I","Perception d'indemnités de chômage ou de l'Allocation de solidarité spécifique - ASS - au cours des 12 derniers mois",1,"Oui","Categorical",2010
"INDIVIDU","RCHO_I","Perception d'indemnités de chômage ou de l'Allocation de solidarité spécifique - ASS - au cours des 12 derniers mois",2,"Non","Categorical",2010
"INDIVIDU","RECHEMPLOI","Recherche d'un (autre) emploi",1,"Oui, depuis moins d'un an","Categorical",2010
"INDIVIDU","RECHEMPLOI","Recherche d'un (autre) emploi",2,"Oui, depuis un an ou plus","Categorical",2010
"INDIVIDU","RECHEMPLOI","Recherche d'un (autre) emploi",3,"Non","Categorical",2010
"INDIVIDU","RENASS","Perception d'une rente provenant d'anciens contrats d'assurance-vie, d'assurance-décès, de rente éducation ou de PEP",1,"Oui","Categorical",2010
"INDIVIDU","RENASS","Perception d'une rente provenant d'anciens contrats d'assurance-vie, d'assurance-décès, de rente éducation ou de PEP",2,"Non","Categorical",2010
"INDIVIDU","RENVIA","Perception d'une rente viagère",1,"Oui","Categorical",2010
"INDIVIDU","RENVIA","Perception d'une rente viagère",2,"Non","Categorical",2010
"INDIVIDU","RETCOM","Perception d'une rente provenant d'anciens contrats d'épargne retraite complémentaire volontaire",1,"Oui","Categorical",2010
"INDIVIDU","RETCOM","Perception d'une rente provenant d'anciens contrats d'épargne retraite complémentaire volontaire",2,"Non","Categorical",2010
"INDIVIDU","RETRAI","Perception d'une retraite de base ou complémentaire",1,"Oui","Categorical",2010
"INDIVIDU","RETRAI","Perception d'une retraite de base ou complémentaire",2,"Non","Categorical",2010
"INDIVIDU","RETRAIT","Détention d'épargne retraite (complémentaire volontaire ou surcomplémentaire)",1,"Oui","Categorical",2010
"INDIVIDU","RETRAIT","Détention d'épargne retraite (complémentaire volontaire ou surcomplémentaire)",2,"Non","Categorical",2010
"INDIVIDU","RETRAIT2","Détention d'épargne retraite (complémentaire volontaire ou surcomplémentaire) ou d'un PERP",1,"Oui","Categorical",2010
"INDIVIDU","RETRAIT2","Détention d'épargne retraite (complémentaire volontaire ou surcomplémentaire) ou d'un PERP",2,"Non","Categorical",2010
"INDIVIDU","RETSUR","Perception d'une rente provenant d'anciens contrats d'épargne retraite surcomplémentaire",1,"Oui","Categorical",2010
"INDIVIDU","RETSUR","Perception d'une rente provenant d'anciens contrats d'épargne retraite surcomplémentaire",2,"Non","Categorical",2010
"INDIVIDU","RIND_I","Perception de revenus au titre d'une activité professionnelle non salariée, au cours des 12 derniers mois",1,"Oui","Categorical",2010
"INDIVIDU","RIND_I","Perception de revenus au titre d'une activité professionnelle non salariée, au cours des 12 derniers mois",2,"Non","Categorical",2010
"INDIVIDU","RINDBAD","Perception de revenus non salariaux de type Bénéfice agricole - BA -",1,"Oui","Categorical",2010
"INDIVIDU","RINDBAD","Perception de revenus non salariaux de type Bénéfice agricole - BA -",2,"Non","Categorical",2010
"INDIVIDU","RINDBICD","Perception de revenus non salariaux de type Bénéfice industriel et commercial - BIC -",1,"Oui","Categorical",2010
"INDIVIDU","RINDBICD","Perception de revenus non salariaux de type Bénéfice industriel et commercial - BIC -",2,"Non","Categorical",2010
"INDIVIDU","RINDBMTCD","Montant annuel des bénéfices perçus (en clair)",NA,"Sans objet ou valeur manquante","Categorical",2010
"INDIVIDU","RINDBNCD","Perception de revenus non salariaux de type Bénéfice non commercial - BNC -",1,"Oui","Categorical",2010
"INDIVIDU","RINDBNCD","Perception de revenus non salariaux de type Bénéfice non commercial - BNC -",2,"Non","Categorical",2010
"INDIVIDU","RINDDEFID","Déficit ou montant nul (pour les revenus non salariaux)",1,"Déficit","Categorical",2010
"INDIVIDU","RINDDEFID","Déficit ou montant nul (pour les revenus non salariaux)",2,"Montant nul","Categorical",2010
"INDIVIDU","RINDDMTCD","Montant annuel du déficit (en clair)",NA,"Sans objet ou valeur manquante","Categorical",2010
"INDIVIDU","RMALD_I","Perception d'une prestation liée à la maladie, l'invalidité ou la dépendance, au cours des 12 derniers mois",1,"Oui","Categorical",2010
"INDIVIDU","RMALD_I","Perception d'une prestation liée à la maladie, l'invalidité ou la dépendance, au cours des 12 derniers mois",2,"Non","Categorical",2010
"INDIVIDU","RMALMTCD","Montant total des prestations liées à la maladie perçues au cours des 12 derniers mois (en clair)",NA,NA,"Numerical",2010
"INDIVIDU","RPENINVD","Perception d'une pension d'invalidité, hors militaire",1,"Oui","Categorical",2010
"INDIVIDU","RPENINVD","Perception d'une pension d'invalidité, hors militaire",2,"Non","Categorical",2010
"INDIVIDU","RPENMILD","Perception d'une pension militaire d'invalidité ou de victime de guerre",1,"Oui","Categorical",2010
"INDIVIDU","RPENMILD","Perception d'une pension militaire d'invalidité ou de victime de guerre",2,"Non","Categorical",2010
"INDIVIDU","RPENTRAD","Perception d'une pension d'accidenté du travail",1,"Oui","Categorical",2010
"INDIVIDU","RPENTRAD","Perception d'une pension d'accidenté du travail",2,"Non","Categorical",2010
"INDIVIDU","RRET_I","Perception de retraites, pensions ou rentes au cours des 12 derniers mois",1,"Oui","Categorical",2010
"INDIVIDU","RRET_I","Perception de retraites, pensions ou rentes au cours des 12 derniers mois",2,"Non","Categorical",2010
"INDIVIDU","RRETMTCD","Montant total des pensions et retraites perçues au cours des 12 derniers mois (en clair)",NA,"Sans objet ou valeur manquante","Categorical",2010
"INDIVIDU","RRMID","Perception du Revenu minimum d'insertion - RMI - au cours des 12 derniers mois",1,"Oui","Categorical",2010
"INDIVIDU","RRMID","Perception du Revenu minimum d'insertion - RMI - au cours des 12 derniers mois",2,"Non","Categorical",2010
"INDIVIDU","RRSAD","Perception du Revenu supplémentaire temporaire d'activité - RSTA - au cours des 12 derniers mois",1,"Oui","Categorical",2010
"INDIVIDU","RRSAD","Perception du Revenu supplémentaire temporaire d'activité - RSTA - au cours des 12 derniers mois",2,"Non","Categorical",2010
"INDIVIDU","RSAL_I","Perception de salaires, traitements ou primes au titre d'une activité salariée, au cours des 12 derniers mois",1,"Oui","Categorical",2010
"INDIVIDU","RSAL_I","Perception de salaires, traitements ou primes au titre d'une activité salariée, au cours des 12 derniers mois",2,"Non","Categorical",2010
"INDIVIDU","RSALMTCD","Montant mensuel net du salaire (en clair)",NA,"Sans objet ou valeur manquante","Categorical",2010
"INDIVIDU","RSDURD","Nombre de mois où le salaire a été perçu dans l'année",NA,NA,"Numerical",2010
"INDIVIDU","RSPRIMD","Perception de primes ou d'indemnités qui ne sont pas versées tous les mois",1,"Oui","Categorical",2010
"INDIVIDU","RSPRIMD","Perception de primes ou d'indemnités qui ne sont pas versées tous les mois",2,"Non","Categorical",2010
"INDIVIDU","RSPRIMIND","Primes et indemnités incluses dans le salaire mensuel indiqué",1,"Oui","Categorical",2010
"INDIVIDU","RSPRIMIND","Primes et indemnités incluses dans le salaire mensuel indiqué",2,"Non","Categorical",2010
"INDIVIDU","RSPRIMMTCD","Montant annuel des primes et indemnités (en clair)",NA,"Sans objet ou valeur manquante","Categorical",2010
"INDIVIDU","SALARIES","Nombre de salariés employés par l'individu ou par la personne aidée par l'individu",1,"Aucun","Categorical",2010
"INDIVIDU","SALARIES","Nombre de salariés employés par l'individu ou par la personne aidée par l'individu",2,"Moins de 10 salariés","Categorical",2010
"INDIVIDU","SALARIES","Nombre de salariés employés par l'individu ou par la personne aidée par l'individu",3,"10 salariés ou plus","Categorical",2010
"INDIVIDU","SALCCB","Détention d'épargne salariale : argent placé sur un compte courant bloqué",1,"Oui","Categorical",2010
"INDIVIDU","SALCCB","Détention d'épargne salariale : argent placé sur un compte courant bloqué",2,"Non","Categorical",2010
"INDIVIDU","SALPAR","Part consacrée aux actions dans le montant total d'épargne salariale (en %)",1,"Nulle","Categorical",2010
"INDIVIDU","SALPAR","Part consacrée aux actions dans le montant total d'épargne salariale (en %)",2,"Moins d'un tiers","Categorical",2010
"INDIVIDU","SALPAR","Part consacrée aux actions dans le montant total d'épargne salariale (en %)",3,"Entre un tiers et moins de la moitié","Categorical",2010
"INDIVIDU","SALPAR","Part consacrée aux actions dans le montant total d'épargne salariale (en %)",4,"Entre la moitié et moins de deux tiers","Categorical",2010
"INDIVIDU","SALPAR","Part consacrée aux actions dans le montant total d'épargne salariale (en %)",5,"Deux tiers ou plus","Categorical",2010
"INDIVIDU","SALPAR","Part consacrée aux actions dans le montant total d'épargne salariale (en %)",6,"La totalité","Categorical",2010
"INDIVIDU","SALSIC","Détention d'épargne salariale : Sicav ou FCPE détenus en dehors d'un PEE ou PEI ou PEG",1,"Oui","Categorical",2010
"INDIVIDU","SALSIC","Détention d'épargne salariale : Sicav ou FCPE détenus en dehors d'un PEE ou PEI ou PEG",2,"Non","Categorical",2010
"INDIVIDU","SALSICPE","Détention d'épargne salariale : Sicav ou FCPE détenus dans le cadre d'un PEE ou PEI ou PEG",1,"Oui","Categorical",2010
"INDIVIDU","SALSICPE","Détention d'épargne salariale : Sicav ou FCPE détenus dans le cadre d'un PEE ou PEI ou PEG",2,"Non","Categorical",2010
"INDIVIDU","SALTIT","Détention d'épargne salariale : titres de son entreprise détenus en dehors d'un PEE ou PEI ou PEG",1,"Oui","Categorical",2010
"INDIVIDU","SALTIT","Détention d'épargne salariale : titres de son entreprise détenus en dehors d'un PEE ou PEI ou PEG",2,"Non","Categorical",2010
"INDIVIDU","SALTITPE","Détention d'épargne salariale : titres de son entreprise détenus dans le cadre d'un PEE ou PEI ou PEG",1,"Oui","Categorical",2010
"INDIVIDU","SALTITPE","Détention d'épargne salariale : titres de son entreprise détenus dans le cadre d'un PEE ou PEI ou PEG",2,"Non","Categorical",2010
"INDIVIDU","SCOLARITE","Niveau d'études ou de scolarité atteint par la personne, si elle n'a aucun diplôme",1,"Pas de scolarisation, mais alphabétisation, apprentissage du français","Categorical",2010
"INDIVIDU","SCOLARITE","Niveau d'études ou de scolarité atteint par la personne, si elle n'a aucun diplôme",2,"Scolarité en école primaire","Categorical",2010
"INDIVIDU","SCOLARITE","Niveau d'études ou de scolarité atteint par la personne, si elle n'a aucun diplôme",3,"Scolarité au collège (de la 6è à la 3è)","Categorical",2010
"INDIVIDU","SCOLARITE","Niveau d'études ou de scolarité atteint par la personne, si elle n'a aucun diplôme",4,"Scolarité au-delà du collège","Categorical",2010
"INDIVIDU","SCOLARITE","Niveau d'études ou de scolarité atteint par la personne, si elle n'a aucun diplôme",5,"Aucun diplôme, sans autre indication","Categorical",2010
"INDIVIDU","SCPI","Détention de parts de SCPI sur un compte-titres ordinaire",1,"Oui","Categorical",2010
"INDIVIDU","SCPI","Détention de parts de SCPI sur un compte-titres ordinaire",2,"Non","Categorical",2010
"INDIVIDU","SECNA","Nature de l'activité secondaire exercée",1,"Salarié","Categorical",2010
"INDIVIDU","SECNA","Nature de l'activité secondaire exercée",1.1,"Profession intellectuelle et supérieure","Categorical",2010
"INDIVIDU","SECNA","Nature de l'activité secondaire exercée",1.2,"Profession intermédiaire","Categorical",2010
"INDIVIDU","SECNA","Nature de l'activité secondaire exercée",1.3,"Employé","Categorical",2010
"INDIVIDU","SECNA","Nature de l'activité secondaire exercée",1.4,"Ouvrier","Categorical",2010
"INDIVIDU","SECNA","Nature de l'activité secondaire exercée",2,"Indépendant","Categorical",2010
"INDIVIDU","SECNA","Nature de l'activité secondaire exercée",2.1,"Agriculteur","Categorical",2010
"INDIVIDU","SECNA","Nature de l'activité secondaire exercée",2.2,"Commerçant","Categorical",2010
"INDIVIDU","SECNA","Nature de l'activité secondaire exercée",2.3,"Artisan ou petit industriel","Categorical",2010
"INDIVIDU","SECNA","Nature de l'activité secondaire exercée",3,"Profession libérale","Categorical",2010
"INDIVIDU","SEXE","Sexe",1,"Masculin","Categorical",2010
"INDIVIDU","SEXE","Sexe",2,"Féminin","Categorical",2010
"INDIVIDU","SICAV","Détention de parts de Sicav ou FCP sur un compte-titres ordinaire (hors PEA)",1,"Oui","Categorical",2010
"INDIVIDU","SICAV","Détention de parts de Sicav ou FCP sur un compte-titres ordinaire (hors PEA)",2,"Non","Categorical",2010
"INDIVIDU","SICPEA","Détention de parts de Sicav ou FCP sur un compte-titres ordinaire ou sur un PEA",1,"Oui","Categorical",2010
"INDIVIDU","SICPEA","Détention de parts de Sicav ou FCP sur un compte-titres ordinaire ou sur un PEA",2,"Non","Categorical",2010
"INDIVIDU","SITUA","Situation principale vis-à-vis de l'emploi",1,"Occupe un emploi","Categorical",2010
"INDIVIDU","SITUA","Situation principale vis-à-vis de l'emploi",2,"Apprenti(e) sous contrat ou en stage rémunéré","Categorical",2010
"INDIVIDU","SITUA","Situation principale vis-à-vis de l'emploi",3,"Étudiant(e), élève, en formation ou en stage non rémunéré","Categorical",2010
"INDIVIDU","SITUA","Situation principale vis-à-vis de l'emploi",4,"Chômeur (inscrit(e) ou non à l'ANPE)","Categorical",2010
"INDIVIDU","SITUA","Situation principale vis-à-vis de l'emploi",5,"Retraité(e) ou retiré(e) des affaires ou en préretraite","Categorical",2010
"INDIVIDU","SITUA","Situation principale vis-à-vis de l'emploi",6,"Femme ou homme au foyer","Categorical",2010
"INDIVIDU","SITUA","Situation principale vis-à-vis de l'emploi",7,"Autre situation (personne handicapée…)","Categorical",2010
"INDIVIDU","STATUT","Statut dans l'emploi actuel",1,"Salarié(e) de l'État","Categorical",2010
"INDIVIDU","STATUT","Statut dans l'emploi actuel",2,"Salarié(e) d'une collectivité locale, des HLM ou des hôpitaux publics","Categorical",2010
"INDIVIDU","STATUT","Statut dans l'emploi actuel",3,"Salarié(e) d'une entreprise, d'un artisan, d'une association","Categorical",2010
"INDIVIDU","STATUT","Statut dans l'emploi actuel",4,"Salarié(e) d'un particulier","Categorical",2010
"INDIVIDU","STATUT","Statut dans l'emploi actuel",5,"Aide un membre de sa famille dans son travail sans être rémunéré(e)","Categorical",2010
"INDIVIDU","STATUT","Statut dans l'emploi actuel",6,"Chef d'entreprise salarié, PDG, gérant(e) minoritaire, associé(e)","Categorical",2010
"INDIVIDU","STATUT","Statut dans l'emploi actuel",7,"Indépendant(e) ou à son compte","Categorical",2010
"INDIVIDU","STATUTANTE","Statut dans le dernier emploi",1,"Salarié(e) de l'État","Categorical",2010
"INDIVIDU","STATUTANTE","Statut dans le dernier emploi",2,"Salarié(e) d'une collectivité locale, des HLM ou des hôpitaux publics","Categorical",2010
"INDIVIDU","STATUTANTE","Statut dans le dernier emploi",3,"Salarié(e) d'une entreprise, d'un artisan, d'une association","Categorical",2010
"INDIVIDU","STATUTANTE","Statut dans le dernier emploi",4,"Salarié(e) d'un particulier","Categorical",2010
